BFS_NR,GEO_LEVEL_LEVEL,GEBIET_NAME,JAHR,Einwohner_pro_ha_Wohnzone,Einwohner_pro_ha_Mischzone,Einwohner_pro_ha_Arbeitszone,Einwohner_pro_ha_Total,Beschaeftigte_pro_ha_Wohnzone,Beschaeftigte_pro_ha_Mischzone,Beschaeftigte_pro_ha_Arbeitszone,Beschaeftigte_pro_ha_Total,Einwohner_u_Beschaeftigte_pro_ha_Wohnzone,Einwohner_u_Beschaeftigte_pro_ha_Mischzone,Einwohner_u_Beschaeftigte_pro_ha_Arbeitszone,Einwohner_u_Beschaeftigte_pro_ha_Total,Einheit
92,3,"Oberglatt",2018,72.9,75.4,7.8,55.1,3.4,8.4,48.6,13.5,76.3,83.7,56.4,68.6,"Anzahl"
92,3,"Oberglatt",2019,74.1,71.4,22.7,55.7,3.5,9.3,43.5,13.7,77.6,80.6,66.3,69.5,"Anzahl"
92,3,"Oberglatt",2020,74.2,73.9,22.8,56.8,4.6,9.2,44.2,14.2,78.9,83.1,67,71,"Anzahl"
92,3,"Oberglatt",2021,73.3,76.6,23.1,57.5,4.5,8.3,48.9,14.8,77.8,85,72.1,72.2,"Anzahl"
93,3,"Oberweningen",2012,36.5,55.3,3.7,46.7,3.8,8.9,56.9,7.5,40.3,64.2,60.5,54.2,"Anzahl"
93,3,"Oberweningen",2013,35.8,54.3,3.7,45.9,3.7,10.8,62.4,8.6,39.5,65.1,66,54.5,"Anzahl"
93,3,"Oberweningen",2014,35.4,60.2,1.8,49,3.8,10.5,67.9,8.6,39.1,70.7,69.7,57.6,"Anzahl"
93,3,"Oberweningen",2015,32.2,60.1,3.7,48.3,2.1,9.5,62.4,7.4,34.3,69.6,66,55.7,"Anzahl"
93,3,"Oberweningen",2016,32.9,59.1,1.8,47.9,1.9,9.7,64.2,7.5,34.8,68.7,66,55.4,"Anzahl"
93,3,"Oberweningen",2017,33.2,59.5,5.5,48.4,2.2,9.5,55,7.4,35.4,69,60.5,55.7,"Anzahl"
93,3,"Oberweningen",2018,32.9,60.7,0,48.9,3,7.5,14.7,5.9,35.9,68.2,14.7,54.8,"Anzahl"
93,3,"Oberweningen",2019,32.2,59.3,5.5,47.8,2,7.3,36.7,5.6,34.1,66.7,42.2,53.4,"Anzahl"
93,3,"Oberweningen",2020,35.3,61.9,7.3,50.6,1.8,8.1,44,6.2,37.1,70,51.3,56.7,"Anzahl"
93,3,"Oberweningen",2021,36.3,60.8,7.3,50.3,1.9,7.8,40.3,6,38.2,68.6,47.7,56.3,"Anzahl"
94,3,"Otelfingen",2012,63.4,35.3,2.1,28.1,4.7,16.2,60.1,31,68.1,51.4,62.2,59.2,"Anzahl"
94,3,"Otelfingen",2013,63,34.6,2,27.8,5.3,13.1,62.4,31.4,68.3,47.7,64.4,59.2,"Anzahl"
94,3,"Otelfingen",2014,66.7,30.5,2.1,27.8,4.2,12.6,47.1,25.3,70.9,43.1,49.2,53,"Anzahl"
94,3,"Otelfingen",2015,65.1,31.1,2.3,27.5,4.6,11.8,45.6,24.6,69.7,42.9,47.9,52.1,"Anzahl"
94,3,"Otelfingen",2016,65.7,31.3,2.2,27.8,4.3,11,45.8,24.4,70,42.3,48,52.2,"Anzahl"
94,3,"Otelfingen",2017,67.4,30.2,2,27.9,4,11.8,43.9,23.8,71.4,41.9,45.9,51.7,"Anzahl"
94,3,"Otelfingen",2018,67.5,30.9,4,28.9,4.1,11.4,44.8,24,71.6,42.2,48.8,52.9,"Anzahl"
94,3,"Otelfingen",2019,64.6,40.8,2.4,31.2,4.1,8.5,55.6,26.5,68.7,49.3,58,57.7,"Anzahl"
94,3,"Otelfingen",2020,63.5,40,2.3,30.6,4.2,8.8,54.1,26,67.6,48.8,56.4,56.6,"Anzahl"
94,3,"Otelfingen",2021,63.6,40,2.5,30.8,3.7,9.3,52,25.2,67.3,49.3,54.5,56,"Anzahl"
95,3,"Regensberg",2012,0,50.6,0,50.6,0,21.8,0,21.8,0,72.4,0,72.4,"Anzahl"
95,3,"Regensberg",2013,0,50.3,0,50.3,0,22.5,0,22.5,0,72.9,0,72.9,"Anzahl"
95,3,"Regensberg",2014,0,50.9,0,50.9,0,22.9,0,22.9,0,73.8,0,73.8,"Anzahl"
95,3,"Regensberg",2015,0,48.9,0,48.9,0,24,0,24,0,72.9,0,72.9,"Anzahl"
95,3,"Regensberg",2016,0,49.4,0,49.4,0,21.2,0,21.2,0,70.6,0,70.6,"Anzahl"
95,3,"Regensberg",2017,0,50.1,0,50.1,0,23.2,0,23.2,0,73.2,0,73.2,"Anzahl"
95,3,"Regensberg",2018,0,50.7,0,50.7,0,27.3,0,27.3,0,78.1,0,78.1,"Anzahl"
95,3,"Regensberg",2019,0,49.2,0,49.2,0,27,0,27,0,76.2,0,76.2,"Anzahl"
95,3,"Regensberg",2020,0,48.7,0,48.7,0,21.8,0,21.8,0,70.5,0,70.5,"Anzahl"
95,3,"Regensberg",2021,0,49.1,0,49.1,0,31.7,0,31.7,0,80.8,0,80.8,"Anzahl"
96,3,"Regensdorf",2012,73.5,62.7,4.9,45.5,4.9,30,61.9,28.4,78.3,92.6,66.8,73.9,"Anzahl"
96,3,"Regensdorf",2013,73.7,62.9,3.3,45.5,6.1,30.2,61.9,28.3,79.9,93.1,65.2,73.8,"Anzahl"
96,3,"Regensdorf",2014,74,63.7,3.2,45.7,6.1,27.8,61.9,27.7,80.1,91.4,65,73.3,"Anzahl"
96,3,"Regensdorf",2015,76.2,66.1,3.2,47,6.8,27.9,59.5,27.4,83,94.1,62.6,74.5,"Anzahl"
96,3,"Regensdorf",2016,77,63.8,3.2,47.3,7.4,28.5,60.4,27.6,84.4,92.3,63.6,74.9,"Anzahl"
96,3,"Regensdorf",2017,76.6,55.1,3.7,47.6,7.2,44,52.2,28.1,83.8,99.2,55.8,75.7,"Anzahl"
96,3,"Regensdorf",2018,76.4,56.5,4,47.7,7.4,45.6,52.2,29,83.8,102.1,56.2,76.7,"Anzahl"
96,3,"Regensdorf",2019,77.8,52.1,3.8,48.3,7.7,47.2,57.8,29.8,85.5,99.2,61.6,78.1,"Anzahl"
96,3,"Regensdorf",2020,77.3,47.5,4,48.2,7.8,52.4,56.7,29.6,85.2,99.9,60.7,77.8,"Anzahl"
96,3,"Regensdorf",2021,71.8,63.5,4,48.2,7.4,34.3,54.8,26.7,79.2,97.8,58.7,74.9,"Anzahl"
97,3,"Rümlang",2012,73.8,64.7,1.5,34.1,5.5,22.8,47.7,28,79.3,87.5,49.2,62.1,"Anzahl"
97,3,"Rümlang",2013,75.7,66.4,1.5,35.1,5.8,22.8,49.1,28.6,81.6,89.1,50.6,63.7,"Anzahl"
97,3,"Rümlang",2014,77.6,69,1.4,36.3,6.2,23.4,51.9,29.8,83.8,92.4,53.2,66.2,"Anzahl"
97,3,"Rümlang",2015,80.3,68.8,1.3,37.2,5.9,24.6,50.4,29.4,86.2,93.4,51.7,66.6,"Anzahl"
97,3,"Rümlang",2016,82,71.8,1.3,38.4,6.9,25.3,48.8,29.1,88.9,97.1,50.1,67.5,"Anzahl"
97,3,"Rümlang",2017,81.4,70.4,1.4,38,6.2,27.4,46.5,28.1,87.6,97.8,47.9,66.1,"Anzahl"
97,3,"Rümlang",2018,84,70.9,1.3,38.8,6.1,27.3,48.8,29.1,90.1,98.2,50.1,68,"Anzahl"
97,3,"Rümlang",2019,84.3,73,1.3,39.4,5.4,23.4,51.8,29.6,89.7,96.4,53,68.9,"Anzahl"
97,3,"Rümlang",2020,84.6,73.9,1.4,39.6,5.2,23,51.1,29.3,89.7,96.9,52.5,68.9,"Anzahl"
97,3,"Rümlang",2021,84.6,74.3,1.6,39.7,6.3,21.5,55.2,31.2,90.8,95.8,56.7,70.9,"Anzahl"
98,3,"Schleinikon",2012,29.3,35.1,0,33.4,2.5,6.7,0,6.2,31.8,41.7,0,39.6,"Anzahl"
98,3,"Schleinikon",2013,29.8,34.1,0,32.8,3,6.5,0,6.1,32.7,40.6,0,39,"Anzahl"
98,3,"Schleinikon",2014,28.4,36.6,0,34.1,2.5,5.7,0,5.5,30.9,42.3,0,39.6,"Anzahl"
98,3,"Schleinikon",2015,27.7,36,0,33.7,2.7,6.1,0,5.6,30.5,42.1,0,39.3,"Anzahl"
98,3,"Schleinikon",2016,29.5,35.8,0,33.9,3.2,5.9,0,5.5,32.7,41.7,0,39.4,"Anzahl"
98,3,"Schleinikon",2017,30.9,35.9,0,34.4,2.7,6.1,0,5.5,33.7,42,0,39.9,"Anzahl"
98,3,"Schleinikon",2018,29.8,34.5,0,32.8,2.2,5.3,0,5.1,32.1,39.8,0,37.8,"Anzahl"
98,3,"Schleinikon",2019,29.6,36.4,0,34.2,4,6.1,0,5.8,33.6,42.6,0,40,"Anzahl"
98,3,"Schleinikon",2020,34.5,41.1,0,38.8,4.5,6.4,0,6.1,39,47.4,0,44.9,"Anzahl"
98,3,"Schleinikon",2021,35,41.9,0,39.5,5.1,6.8,0,6.6,40.1,48.7,0,46.1,"Anzahl"
99,3,"Schöfflisdorf",2012,29,48.5,0,36.4,3,11.4,0,9,32,60,0,45.4,"Anzahl"
99,3,"Schöfflisdorf",2013,28.8,46.8,0,35.7,2.7,12.3,0,9.3,31.5,59.1,0,45,"Anzahl"
99,3,"Schöfflisdorf",2014,28.8,47.8,0,36.2,2.8,11.3,0,9.3,31.6,59.1,0,45.5,"Anzahl"
99,3,"Schöfflisdorf",2015,28.5,48.9,0,36.5,2.8,11.6,0,9.5,31.3,60.4,0,46,"Anzahl"
99,3,"Schöfflisdorf",2016,28.3,48.4,0,36.2,2.8,12,0,9.6,31.1,60.3,0,45.8,"Anzahl"
99,3,"Schöfflisdorf",2017,29.6,47.9,0,36.4,2.2,11,0,8.8,31.8,58.9,0,45.2,"Anzahl"
99,3,"Schöfflisdorf",2018,29.2,47.1,0,36,2.4,9.9,0,8.5,31.6,57,0,44.5,"Anzahl"
99,3,"Schöfflisdorf",2019,30,46.7,0,35.9,2.9,9.7,0,8.6,32.8,56.4,0,44.5,"Anzahl"
99,3,"Schöfflisdorf",2020,29.9,47.8,0,36.4,3.6,8.7,0,8.1,33.5,56.5,0,44.5,"Anzahl"
99,3,"Schöfflisdorf",2021,29.6,47.1,0,35.9,3.8,8.7,0,8.3,33.3,55.8,0,44.2,"Anzahl"
100,3,"Stadel",2012,32.1,37.5,,31.4,3.1,10,,7.8,35.2,47.5,,39.2,"Anzahl"
100,3,"Stadel",2013,31.2,38.2,,31.5,3.1,10.5,,8.1,34.3,48.7,,39.6,"Anzahl"
100,3,"Stadel",2014,31.1,43.1,,33.9,3.7,10,,8.3,34.8,53.1,,42.2,"Anzahl"
100,3,"Stadel",2015,30.8,44.5,,34.5,2.3,9.9,,8.1,33.1,54.4,,42.6,"Anzahl"
100,3,"Stadel",2016,31.2,45.1,,34.9,2.2,7.9,,7.1,33.4,52.9,,42.1,"Anzahl"
100,3,"Stadel",2017,31,45.8,,35.3,2.5,7.3,,7,33.5,53.1,,42.3,"Anzahl"
100,3,"Stadel",2018,30.5,47.7,,35.9,2.4,7.1,,7,32.9,54.7,,42.9,"Anzahl"
100,3,"Stadel",2019,30.2,48.3,0,36.9,2.4,6.3,0,6.8,32.6,54.7,0,43.7,"Anzahl"
100,3,"Stadel",2020,30.7,48.7,0,37.3,2.5,7.2,0,7.3,33.2,55.9,0,44.6,"Anzahl"
100,3,"Stadel",2021,30.7,48.7,0,37.3,2,6.1,0,6.8,32.7,54.9,0,44.1,"Anzahl"
101,3,"Steinmaur",2012,52.3,46.6,4.4,43.4,2.4,11.8,37.3,8.7,54.8,58.4,41.6,52.1,"Anzahl"
101,3,"Steinmaur",2013,53.4,47.5,4.2,44.3,2.5,11.5,36.3,8.6,55.9,59,40.6,52.8,"Anzahl"
101,3,"Steinmaur",2014,53.4,47.5,4.2,44.3,2.5,10.6,36.5,8.3,55.9,58.1,40.7,52.7,"Anzahl"
101,3,"Steinmaur",2015,53.4,46.8,4,43.8,2.6,10.5,45.5,9,56,57.3,49.5,52.8,"Anzahl"
101,3,"Steinmaur",2016,55,47,3.8,44.5,3.1,10,41,8.8,58.1,57,44.9,53.3,"Anzahl"
101,3,"Steinmaur",2017,55.6,46.4,4.7,44.7,2.7,11.6,43.3,9.3,58.3,58,48,54,"Anzahl"
101,3,"Steinmaur",2018,55.8,48.7,5.2,45.3,2.6,10.3,47.5,9.6,58.4,59,52.7,54.8,"Anzahl"
101,3,"Steinmaur",2019,57,49.8,5.3,46.4,2.7,12.1,49,10.5,59.7,61.9,54.3,56.9,"Anzahl"
101,3,"Steinmaur",2020,56.3,49.9,3.7,45.9,3.2,13.1,54.3,10.9,59.5,62.9,58,56.9,"Anzahl"
101,3,"Steinmaur",2021,56.1,51.5,3.4,46,2.9,10.7,31.9,8.9,59,62.2,35.3,54.8,"Anzahl"
101,6,"Region Zürich",2012,114.7,82.6,1.4,89,20.3,250.6,137.7,106.1,135,333.2,139.2,195,"Anzahl"
101,6,"Region Zürich",2013,115.7,82.8,1.2,89.7,22.1,242.4,138.1,103,137.9,325.2,139.3,192.7,"Anzahl"
101,6,"Region Zürich",2014,117,86,1.2,91.1,20.2,237.6,140.6,102.9,137.1,323.6,141.8,194,"Anzahl"
101,6,"Region Zürich",2015,117.9,88.5,1.3,92.5,20,243.9,145.5,105.1,137.8,332.4,146.8,197.5,"Anzahl"
101,6,"Region Zürich",2016,119.1,89.9,1.1,93.5,20,246.2,148.3,106.8,139,336.1,149.3,200.3,"Anzahl"
101,6,"Region Zürich",2017,120.1,92.5,1.1,94.9,20.6,251.3,139.2,108.4,140.6,343.8,140.3,203.3,"Anzahl"
101,6,"Region Zürich",2018,122,95,1.2,96.2,19.8,257,140.2,110.6,141.7,352,141.3,206.8,"Anzahl"
101,6,"Region Zürich",2019,123.4,96.8,1.1,97.4,20.2,255.1,168.3,112.4,143.6,351.9,169.4,209.9,"Anzahl"
101,6,"Region Zürich",2020,114.2,109.2,1,96.7,39.2,296,177.4,113.3,153.4,405.2,178.4,210,"Anzahl"
101,6,"Region Zürich",2021,113.7,110.8,0.9,96.4,39.7,313.8,184.5,117.7,153.4,424.6,185.4,214.2,"Anzahl"
102,3,"Weiach",2012,33.5,27.8,0.2,21.6,1.3,5.1,6.1,4.6,34.7,32.9,6.3,26.2,"Anzahl"
102,3,"Weiach",2013,34.1,26.6,0.2,21.2,1.3,5,4.6,4.3,35.4,31.6,4.8,25.4,"Anzahl"
102,3,"Weiach",2014,27.2,28.6,0.2,21.4,1.2,5.1,4.4,4.1,28.5,33.7,4.6,25.6,"Anzahl"
102,3,"Weiach",2015,42.9,28.6,0.2,25.1,1.7,5.2,4.4,4.3,44.6,33.8,4.6,29.4,"Anzahl"
102,3,"Weiach",2016,45.8,25.6,0.2,26.8,2.4,5.3,4.2,4.5,48.2,31,4.4,31.3,"Anzahl"
102,3,"Weiach",2017,47.2,36,0.2,31.6,2.5,5.6,3.8,4.6,49.6,41.6,4,36.2,"Anzahl"
102,3,"Weiach",2018,47.3,38.9,0.2,32.8,2.2,5.9,3.7,4.7,49.5,44.8,3.9,37.5,"Anzahl"
102,3,"Weiach",2019,49.4,42.7,0.2,35.1,2.3,6.3,5.1,5.3,51.7,49,5.3,40.4,"Anzahl"
102,3,"Weiach",2020,51.4,44.9,0.2,36.7,2.7,6.7,5.4,5.3,54.1,51.6,5.6,42,"Anzahl"
102,3,"Weiach",2021,52.1,45.4,0.2,37.2,2.6,7,5.2,5.3,54.7,52.5,5.4,42.4,"Anzahl"
102,6,"Region Glattal",2012,67.8,62.6,1.7,47.2,5.7,50.9,118.4,40.6,73.5,113.5,120.1,87.8,"Anzahl"
102,6,"Region Glattal",2013,67.6,64.7,1.7,47.4,5.4,48.3,117.5,40.2,72.9,113,119.2,87.7,"Anzahl"
102,6,"Region Glattal",2014,68.3,66.7,1.7,48.3,5.5,51.2,115.6,40.9,73.7,117.8,117.3,89.2,"Anzahl"
102,6,"Region Glattal",2015,68.8,69.3,1.6,49.2,5.5,51.2,103.2,38.3,74.3,120.5,104.8,87.5,"Anzahl"
102,6,"Region Glattal",2016,69.5,71.6,1.6,50.1,5.4,51.7,104.4,38.7,74.8,123.4,105.9,88.8,"Anzahl"
102,6,"Region Glattal",2017,70,71.7,1.5,50.6,5.4,52.7,102.7,38.5,75.4,124.4,104.3,89,"Anzahl"
102,6,"Region Glattal",2018,70,73.4,1.5,51,5.4,51.6,103.8,38.5,75.4,125,105.3,89.5,"Anzahl"
102,6,"Region Glattal",2019,70.1,73.3,6.9,51.9,5.3,49.2,117.1,40.3,75.4,122.5,124,92.2,"Anzahl"
102,6,"Region Glattal",2020,70.7,74,7.4,52.3,5.6,49.4,110.6,39.3,76.3,123.3,118.1,91.6,"Anzahl"
102,6,"Region Glattal",2021,70.7,75.8,7.5,52.8,5.7,53.4,111.4,40.5,76.3,129.2,118.9,93.3,"Anzahl"
103,6,"Region Furttal",2012,68.3,55.9,3.4,43,4.5,21.7,58.8,24.9,72.7,77.6,62.2,67.9,"Anzahl"
103,6,"Region Furttal",2013,68.7,56.4,2.5,43.2,5.2,21,56.6,24.3,73.9,77.4,59.2,67.4,"Anzahl"
103,6,"Region Furttal",2014,69.1,56.9,2.6,43.3,5,20.1,55.5,23.7,74.1,77,58.1,67,"Anzahl"
103,6,"Region Furttal",2015,70.3,58.8,2.6,44.2,5.4,20.3,53.7,23.5,75.7,79.1,56.3,67.7,"Anzahl"
103,6,"Region Furttal",2016,71.2,57.9,2.6,44.5,5.8,20.1,53.8,23.6,77,78,56.4,68.1,"Anzahl"
103,6,"Region Furttal",2017,70.9,54.8,2.7,44.7,5.7,27.3,49,23.5,76.6,82.1,51.7,68.2,"Anzahl"
103,6,"Region Furttal",2018,71,55.5,3.2,44.9,5.8,28.2,49.1,24.1,76.8,83.7,52.3,69,"Anzahl"
103,6,"Region Furttal",2019,72.4,54.5,3,46.8,5.9,29.4,54.7,24.6,78.3,83.9,57.7,71.4,"Anzahl"
103,6,"Region Furttal",2020,71.6,54.8,3,46.7,6,30,54.3,24.6,77.6,84.8,57.3,71.4,"Anzahl"
103,6,"Region Furttal",2021,68.3,61.7,3.1,46.8,5.8,24.3,52.3,23.1,74.1,86,55.4,69.9,"Anzahl"
104,6,"Region Limmattal",2012,71.9,81.4,2.2,56,5.7,40.1,101,32.2,77.7,121.5,103.2,88.3,"Anzahl"
104,6,"Region Limmattal",2013,71.7,84.6,2.2,56.7,5.5,40.1,103.7,32.4,77.2,124.6,105.9,89.1,"Anzahl"
104,6,"Region Limmattal",2014,71.4,88.5,2.3,57.5,5.4,40.7,104.1,33.1,76.8,129.3,106.4,90.6,"Anzahl"
104,6,"Region Limmattal",2015,71.9,88.8,2.2,57.9,5.2,40.2,104.2,33.1,77.1,129,106.5,91,"Anzahl"
104,6,"Region Limmattal",2016,72.1,93.6,2.1,58.8,5.3,41.9,105.4,34.2,77.4,135.5,107.5,93,"Anzahl"
104,6,"Region Limmattal",2017,72.1,94.4,2.1,58.9,5.6,42,110.6,35.4,77.7,136.3,112.7,94.3,"Anzahl"
104,6,"Region Limmattal",2018,73,93.6,1.9,59.2,5.7,38.4,115,36.1,78.7,132.1,116.9,95.3,"Anzahl"
104,6,"Region Limmattal",2019,73,92.3,16,60.7,5.7,38.7,119.3,37.6,78.7,131,135.3,98.3,"Anzahl"
104,6,"Region Limmattal",2020,78.1,82.6,20.7,61.9,7,44.2,124.1,38.6,85.2,126.8,144.9,100.5,"Anzahl"
104,6,"Region Limmattal",2021,78.4,83.4,20.9,62.2,7,43.8,121.4,38.1,85.4,127.2,142.3,100.3,"Anzahl"
105,6,"Region Knonaueramt",2012,48.1,47.2,3.5,40.8,3.6,16.1,48.8,13.4,51.7,63.2,52.3,54.3,"Anzahl"
105,6,"Region Knonaueramt",2013,47.9,47.4,3.6,40.8,3.3,15.4,49.3,13.2,51.2,62.8,52.9,54,"Anzahl"
105,6,"Region Knonaueramt",2014,47.9,47.8,3.6,41,3.6,15.5,50.8,13.6,51.5,63.3,54.4,54.6,"Anzahl"
105,6,"Region Knonaueramt",2015,48.3,48.4,3.4,41.4,3.5,15,52.5,13.6,51.8,63.4,55.9,55,"Anzahl"
105,6,"Region Knonaueramt",2016,48.7,50,3.4,42.3,3.4,15.1,55.6,13.9,52.2,65.1,59,56.2,"Anzahl"
105,6,"Region Knonaueramt",2017,49.1,50.7,3,42.8,3.3,15,54.9,13.8,52.4,65.7,58,56.6,"Anzahl"
105,6,"Region Knonaueramt",2018,50.1,51.8,2.8,43.6,3.3,14.7,57.9,14.1,53.4,66.5,60.7,57.6,"Anzahl"
105,6,"Region Knonaueramt",2019,50.4,52.5,4.8,44,3.5,14.4,59.2,14.1,54,67,64,58.1,"Anzahl"
105,6,"Region Knonaueramt",2020,51.9,51.5,4.5,44.2,3.6,14.7,57.2,13.9,55.5,66.2,61.7,58.1,"Anzahl"
105,6,"Region Knonaueramt",2021,52.3,52.3,4.5,44.7,3.6,14.8,59,14.1,55.9,67.1,63.5,58.8,"Anzahl"
106,6,"Region Zimmerberg",2012,60.9,70.5,4.2,54.4,5.2,29.5,96.9,21.5,66.1,100.1,101.2,75.9,"Anzahl"
106,6,"Region Zimmerberg",2013,60.7,70.8,4.3,54.7,5.3,29.9,95.4,22,65.9,100.6,99.7,76.7,"Anzahl"
106,6,"Region Zimmerberg",2014,60.8,72.3,4.7,55.3,5.3,29.9,93.9,22.2,66.1,102.2,98.6,77.5,"Anzahl"
106,6,"Region Zimmerberg",2015,61.3,73.2,4.7,55.8,5.2,29.7,94.1,22.1,66.5,102.9,98.8,77.9,"Anzahl"
106,6,"Region Zimmerberg",2016,61.7,73.4,4.2,56,5.2,29.4,92.2,21.8,66.9,102.8,96.4,77.9,"Anzahl"
106,6,"Region Zimmerberg",2017,62.1,72.9,4.1,56.1,5.2,29.6,89.7,21.7,67.3,102.5,93.9,77.8,"Anzahl"
106,6,"Region Zimmerberg",2018,62.3,73.6,4.1,56.3,5.3,30.3,85.3,21.6,67.6,103.9,89.4,77.9,"Anzahl"
106,6,"Region Zimmerberg",2019,62.5,74.7,9.6,56.8,5.3,27.4,92,22.1,67.8,102,101.6,78.9,"Anzahl"
106,6,"Region Zimmerberg",2020,65.5,70.1,9.9,57.1,6.3,31.3,92.6,21.8,71.8,101.3,102.5,78.9,"Anzahl"
106,6,"Region Zimmerberg",2021,65.8,70.2,10.9,57.4,6.3,31.8,92.6,22,72.2,102,103.5,79.4,"Anzahl"
107,6,"Region Pfannenstil",2012,46.7,51.2,4.8,42.9,4.3,31.6,105.9,17,51,82.7,110.6,59.9,"Anzahl"
107,6,"Region Pfannenstil",2013,46.8,52,4.8,43.2,4.3,32.4,111.3,17.4,51.1,84.4,116.1,60.6,"Anzahl"
107,6,"Region Pfannenstil",2014,47.1,52.9,4.6,43.5,4.5,32,113.3,17.5,51.5,84.8,117.9,61.1,"Anzahl"
107,6,"Region Pfannenstil",2015,47.2,53.5,4.8,43.8,4.6,31.8,111.9,17.7,51.8,85.3,116.7,61.5,"Anzahl"
107,6,"Region Pfannenstil",2016,47.6,53.8,4.7,44.1,4.6,31.8,111.6,17.7,52.2,85.6,116.3,61.8,"Anzahl"
107,6,"Region Pfannenstil",2017,47.9,54.7,4.8,44.5,4.3,31,112.3,17.4,52.2,85.7,117.1,61.9,"Anzahl"
107,6,"Region Pfannenstil",2018,48.3,55.4,4.9,45,4.3,31.5,110.7,17.4,52.6,86.9,115.6,62.4,"Anzahl"
107,6,"Region Pfannenstil",2019,49,56.2,6.4,45.6,4.3,30.4,120.9,17.4,53.3,86.6,127.2,63,"Anzahl"
107,6,"Region Pfannenstil",2020,49.7,57.9,5.6,45.9,6,31.9,114.3,17.5,55.6,89.8,119.9,63.5,"Anzahl"
107,6,"Region Pfannenstil",2021,49.3,57.9,4.7,45.8,6,32.5,122.1,17.7,55.3,90.4,126.8,63.6,"Anzahl"
108,6,"Region Oberland",2012,55.6,55.8,3.6,43.8,4.9,23.4,48.5,19.6,60.5,79.2,52.1,63.4,"Anzahl"
108,6,"Region Oberland",2013,54,54.6,3.6,42.7,5.1,23.1,49.5,19.8,59.1,77.7,53.2,62.5,"Anzahl"
108,6,"Region Oberland",2014,55.6,56.5,3.8,44.2,5.3,23.4,51,20.3,60.9,80,54.8,64.5,"Anzahl"
108,6,"Region Oberland",2015,55.7,57.3,3.8,44.5,5.3,23.1,50.3,20.2,61,80.4,54.2,64.7,"Anzahl"
108,6,"Region Oberland",2016,55.8,58.6,3.7,45,5,23,51.5,20.2,60.8,81.6,55.3,65.2,"Anzahl"
108,6,"Region Oberland",2017,55.7,58.5,3.7,45,5,22.7,53,20.1,60.7,81.2,56.7,65.1,"Anzahl"
108,6,"Region Oberland",2018,56.2,58.8,3.8,45.3,5,22.5,55.3,20.4,61.2,81.3,59,65.7,"Anzahl"
108,6,"Region Oberland",2019,56.4,60.4,6.6,46.1,5.1,22.1,57.8,21,61.5,82.5,64.5,67.1,"Anzahl"
108,6,"Region Oberland",2020,56.8,60.8,6.8,46.1,5.2,22.3,55.2,20.6,62,83.1,62,66.7,"Anzahl"
108,6,"Region Oberland",2021,57.1,61.6,7.1,46.6,5.4,22.1,58.7,21.1,62.5,83.7,65.8,67.7,"Anzahl"
109,6,"Region Winterthur und Umgebung",2012,66.5,52.8,3.1,49.4,7.1,38.1,57.4,24.6,73.6,90.9,60.5,74,"Anzahl"
109,6,"Region Winterthur und Umgebung",2013,64.2,52.4,3.1,48,6.8,38.2,57.5,24.7,71.1,90.7,60.5,72.7,"Anzahl"
109,6,"Region Winterthur und Umgebung",2014,66.7,55.1,3.2,50.2,7,39.7,58.9,25.8,73.7,94.7,62.1,76,"Anzahl"
109,6,"Region Winterthur und Umgebung",2015,67.1,55.6,3.2,50.5,6.2,41.2,58.8,26.1,73.3,96.8,62,76.5,"Anzahl"
109,6,"Region Winterthur und Umgebung",2016,67.5,56,2.8,50.7,6.1,41.2,57.6,25.9,73.7,97.2,60.4,76.6,"Anzahl"
109,6,"Region Winterthur und Umgebung",2017,67.8,57.3,2.9,51.1,5.9,42,58.4,26.1,73.7,99.2,61.2,77.2,"Anzahl"
109,6,"Region Winterthur und Umgebung",2018,67.8,58.3,2.9,51.4,5.9,43.4,57.6,26.4,73.7,101.7,60.4,77.8,"Anzahl"
109,6,"Region Winterthur und Umgebung",2019,68.5,59.5,3.5,52.2,6,44.1,60.6,26.9,74.5,103.6,64.1,79.1,"Anzahl"
109,6,"Region Winterthur und Umgebung",2020,68.6,60.4,3.4,52.3,5.7,42.9,60,26.9,74.4,103.2,63.4,79.2,"Anzahl"
109,6,"Region Winterthur und Umgebung",2021,68.8,61.5,3.3,52.7,5.7,42.9,61,27.1,74.5,104.4,64.4,79.8,"Anzahl"
110,6,"Region Weinland",2012,37.7,31.9,3.8,29.1,3.5,11.7,28.6,10.1,41.2,43.5,32.4,39.2,"Anzahl"
110,6,"Region Weinland",2013,37.4,32.2,3.7,29.1,3.2,11.5,28.4,10,40.6,43.7,32.2,39.2,"Anzahl"
110,6,"Region Weinland",2014,37.5,32.7,3.7,29.4,3.2,11.6,29,10.1,40.8,44.3,32.8,39.5,"Anzahl"
110,6,"Region Weinland",2015,37.7,33,3.6,29.6,3.3,11.6,28.5,10.1,41,44.5,32.1,39.6,"Anzahl"
110,6,"Region Weinland",2016,37.9,32.7,3.5,29.6,3.5,11.3,28.7,10.1,41.4,44,32.2,39.7,"Anzahl"
110,6,"Region Weinland",2017,37.9,32.8,3.7,29.6,3.2,11.5,28.2,10.4,41.2,44.3,32,40,"Anzahl"
110,6,"Region Weinland",2018,38,33.1,3.3,29.7,3.1,11.8,30.4,10.8,41,45,33.7,40.5,"Anzahl"
